temperature,ph_level,moisture,risk_score,risk_class
37.72,6.84,85.25,3,Medium
38.36,7.17,68.06,2,Medium
38.02,5.87,63.93,1,Low
37.76,7.88,75.81,3,Medium
38.74,8.34,95.95,6,High
38.16,8.17,94.55,5,High
36.16,6.23,43.81,0,Low
37.57,7.69,75.72,3,Medium
38.21,8.86,96.06,5,High
37.92,6.74,68.18,2,Medium
36.33,4.17,40.52,0,Low
39.66,7.39,85.51,4,High
38.53,7.37,86.19,4,High
37.8,7.48,56.33,1,Low
38.39,6.97,79.64,2,Medium
37.24,5.47,44.63,0,Low
38.07,6.11,66.15,2,Medium
37.69,5.62,72.95,2,Medium
39.54,8.52,96.55,6,High
36.64,3.52,58.92,1,Low
36.03,4.23,74.81,1,Low
37.38,6.25,69.99,1,Low
39.07,7.64,92.54,5,High
38.42,6.85,62.41,1,Low
38.09,6.42,77.3,2,Medium
39.62,8.63,88.29,6,High
37.99,7.07,70.51,2,Medium
36.94,4.36,53.23,0,Low
38.75,8.46,90.26,6,High
37.95,6.39,60.95,1,Low
36.82,5.58,49.79,0,Low
37.45,6.87,75.05,1,Low
40.5,8.44,84.71,5,High
37.45,6.18,40.99,0,Low
38.26,6.86,67.41,2,Medium
38.43,7.21,69.87,2,Medium
38.61,8.46,89.77,6,High
39.31,8.29,95.2,6,High
35.99,5.33,53.19,0,Low
37.97,6.54,72.11,2,Medium
38.12,8.89,60.79,3,Medium
35.97,5.27,30.66,0,Low
39.49,8.22,97.78,6,High
35.58,5.44,45.37,0,Low
37.69,7.13,61.85,1,Low
37.19,6.44,61.85,0,Low
36.73,4.72,39.41,0,Low
38.72,8.42,82.3,5,High
36.44,5.76,36.55,0,Low
37.26,4.56,26.19,0,Low
39.41,8.66,83.9,5,High
39.3,8.99,89.45,6,High
37.04,6.51,31.13,0,Low
36.35,5.58,41.98,0,Low
38.97,8.2,90.86,6,High
38.32,8.11,80.28,4,High
38.78,8.84,89.96,6,High
37.78,8.18,54.3,3,Medium
36.62,4.55,50.89,0,Low
39.05,8.27,89.18,6,High
36.69,3.77,36.94,1,Low
37.19,6.64,39.86,0,Low
39.21,9.32,100.0,6,High
37.83,7.48,79.2,2,Medium
36.38,5.41,56.15,0,Low
37.27,5.69,36.1,0,Low
38.31,7.48,85.76,3,Medium
35.28,5.78,57.24,0,Low
38.34,8.78,98.15,5,High
38.43,7.17,53.02,1,Low
37.52,5.46,73.67,2,Medium
38.6,6.95,77.79,3,Medium
38.41,6.09,71.99,2,Medium
38.23,7.0,63.86,1,Low
39.89,7.18,95.67,4,High
38.19,8.38,79.39,4,High
37.67,7.12,76.82,2,High
37.53,5.84,71.85,2,Medium
36.36,3.3,55.0,1,Low
38.95,9.3,100.0,6,Low
37.73,7.25,68.59,2,Medium
39.27,8.06,98.77,6,High
38.91,7.61,87.84,5,High
38.36,8.46,86.36,5,High
39.24,7.87,92.55,5,High
39.04,8.4,83.06,5,Low
37.81,5.2,78.27,2,Medium
39.79,9.5,96.19,6,High
37.15,4.38,24.94,0,Low
39.67,7.8,93.72,5,High
36.72,4.11,49.11,0,Low
39.92,8.88,86.91,6,High
36.77,3.83,44.06,1,Low
37.49,6.75,56.4,0,Low
36.18,4.14,37.58,0,Low
36.58,5.55,58.1,0,Low
38.4,8.66,84.93,4,High
39.91,7.33,87.14,4,Medium
36.3,4.66,44.82,0,Low
37.08,4.98,58.42,0,Low
38.18,8.02,93.7,5,High
39.78,8.37,96.02,6,High
36.21,4.85,78.25,1,Low
38.16,7.51,56.64,2,Medium
36.09,5.29,40.57,0,Low
38.71,7.22,97.08,4,High
37.54,5.75,61.2,1,Low
37.22,3.91,38.31,1,Low
36.3,5.05,54.2,0,Low
38.18,6.02,57.84,1,Low
39.28,8.14,81.25,5,High
36.24,5.42,57.9,0,Low
38.89,8.87,81.83,5,High
37.39,5.18,83.65,1,Low
38.97,7.58,100.0,5,High
39.83,8.25,97.85,6,High
35.16,5.79,40.07,0,Low
36.37,4.76,39.4,0,Low
38.67,8.49,86.15,6,High
37.36,5.05,71.62,1,Low
37.67,4.96,25.06,1,Low
37.6,6.04,48.04,1,Low
37.78,8.76,100.0,5,High
39.13,7.96,96.62,5,High
37.83,7.7,69.51,3,Medium
37.22,4.09,45.94,0,Low
37.96,8.83,77.34,4,High
39.26,8.33,90.35,6,High
36.38,5.15,38.93,0,Low
38.47,6.35,71.41,2,Medium
36.23,4.27,56.38,0,Low
36.61,4.62,24.68,0,Low
36.26,4.22,45.35,0,Low
37.99,7.37,92.69,3,Medium
39.21,8.29,98.38,6,High
36.72,5.45,37.49,0,Low
37.9,7.7,76.37,3,Medium
37.82,7.47,68.45,2,Medium
37.97,7.47,92.48,3,Medium
38.65,8.93,82.4,5,High
36.0,4.79,63.35,0,Low
37.82,8.77,100.0,5,High
37.45,7.49,89.64,2,Medium
35.79,5.53,49.85,0,Low
37.24,5.31,60.78,0,Low
39.14,7.66,91.98,5,High
37.19,5.7,79.55,1,Low
38.49,6.15,70.51,2,Medium
36.71,3.75,78.87,2,Medium
38.1,8.39,93.43,5,High
37.06,4.85,24.34,0,Low
35.78,5.85,36.21,0,Low
37.57,6.41,61.99,1,Low
38.53,8.66,85.24,6,High
36.62,5.11,33.91,0,Low
36.46,5.38,44.81,0,Low
37.69,6.17,74.27,2,Medium
37.33,5.05,28.52,0,Low
37.4,7.66,77.74,2,Medium
36.75,4.94,55.32,0,Low
36.95,4.87,37.42,0,Low
37.38,5.77,63.98,0,Low
38.32,7.67,100.0,4,High
39.8,7.73,100.0,5,High
38.26,8.71,66.7,4,High
37.55,6.0,66.7,2,Medium
38.15,8.07,93.6,5,High
36.52,5.98,27.97,0,Low
37.56,6.96,82.79,2,Medium
39.18,7.78,83.74,4,High
40.03,7.97,92.59,5,High
36.02,5.02,41.1,0,Low
38.01,8.16,100.0,5,High
38.35,4.03,61.98,1,Low
39.64,8.73,81.73,5,High
37.2,5.95,40.13,0,Low
37.45,7.41,90.99,2,Medium
38.54,9.5,93.25,6,High
36.54,5.7,44.16,0,Low
37.94,7.34,84.12,2,Medium
36.77,5.45,74.59,1,Low
38.71,7.77,98.64,5,High
37.68,8.45,62.91,3,Medium
37.33,4.05,51.93,0,Low
37.01,4.23,51.81,0,Low
39.57,8.73,90.45,6,High
36.56,4.22,42.46,0,Low
37.51,5.41,57.23,1,Low
37.01,4.78,49.33,0,Low
39.04,8.13,80.59,5,High
38.43,6.02,70.79,2,Medium
38.41,8.8,93.23,5,High
37.78,5.71,24.77,1,Low
37.83,4.31,45.8,1,Low
38.23,7.44,77.38,2,Medium
37.5,7.15,65.97,2,Medium
39.79,7.97,100.0,5,High
38.8,7.11,100.0,4,High
37.54,8.79,89.6,5,High
37.07,3.22,36.43,1,Low
37.03,6.57,42.06,0,Low
40.55,8.2,93.75,6,High
38.88,6.23,72.69,3,Low
38.64,8.34,100.0,6,High
37.81,6.44,61.91,1,Low
36.66,5.78,53.36,0,Low
38.54,6.6,58.93,2,Medium
39.44,8.47,100.0,6,High
38.68,7.0,79.02,3,Medium
36.44,4.86,40.29,0,Low
36.37,5.31,49.82,0,Low
39.03,7.86,87.74,5,High
38.83,7.61,90.8,5,High
37.67,9.5,88.15,5,High
36.34,6.19,31.18,0,Low
